Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Profit,Profit Margin,YearMonth
2194,CA-2017-128412,2017-10-12,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92,21.93,0.17696901226597805,2017-10
2195,CA-2017-128412,2017-10-12,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,35.1,6.21,0.1769230769230769,2017-10
2196,CA-2017-128412,2017-10-12,17/12/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,9.71,0.2169832402234637,2017-10
2197,CA-2017-136483,2017-01-12,6/12/2017,Standard Class,AG-10390,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,4.704,0.83,0.1764455782312925,2017-01
2201,US-2015-165659,2015-01-06,6/6/2015,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209.0,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,3.11,0.1400900900900901,2015-01
2202,US-2015-165659,2015-01-06,6/6/2015,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209.0,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,881.93,191.29,0.21689930039799077,2015-01
2203,CA-2016-138002,2016-06-09,12/9/2016,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103.0,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,6.096,1.08,0.17716535433070868,2016-06
2204,CA-2016-138002,2016-06-09,12/9/2016,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103.0,West,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,26.84,0.13992284433322907,2016-06
2206,CA-2017-164350,2017-10-09,12/9/2017,Second Class,CG-12040,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620.0,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,11.96,0.17702782711663706,2017-10
2214,CA-2018-129378,2018-01-10,2/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,0.25,0.1736111111111111,2018-01
2215,CA-2018-129378,2018-01-10,2/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,61.776,10.93,0.17692955192955193,2018-01
2216,CA-2018-129378,2018-01-10,2/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,42.83,0.17701272937675647,2018-01
2217,CA-2018-129378,2018-01-10,2/10/2018,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,15.19,0.13986078373600472,2018-01
2222,CA-2016-131884,2016-06-12,6/12/2016,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302.0,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX ConferenceÂ phone,485.94,105.4,0.21689920566325063,2016-06
2223,CA-2016-131884,2016-06-12,6/12/2016,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302.0,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,37.376,6.62,0.17711900684931509,2016-06
2224,CA-2016-131884,2016-06-12,6/12/2016,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302.0,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,70.686,9.89,0.13991455167925756,2016-06
2229,CA-2017-139157,2017-01-10,5/10/2017,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10024.0,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,46.25,0.13990223480586106,2017-01
2233,CA-2018-132122,2018-09-07,14/07/2018,Standard Class,JH-15820,John Huston,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,40.52,0.1770050672724096,2018-09
2260,CA-2016-117611,2016-08-11,10/11/2016,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024.0,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,0.89,0.178,2016-08
2261,CA-2016-117611,2016-08-11,10/11/2016,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024.0,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,80.68,0.21689921230206738,2016-08
2263,CA-2018-122994,2018-06-02,9/2/2018,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204.0,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,50.36,0.13990054726782786,2018-06
2267,CA-2018-149146,2018-12-10,12/10/2018,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110.0,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,7.968,1.41,0.17695783132530118,2018-12
2271,CA-2018-164917,2018-02-12,7/12/2018,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180.0,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,8.49,0.17702251876563804,2018-02
2273,CA-2016-142944,2016-06-03,11/3/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,60.89,0.13989339705003906,2016-06
2274,CA-2016-142944,2016-06-03,11/3/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122.0,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,242.92,0.21689595565650938,2016-06
2275,CA-2015-157882,2015-03-10,8/10/2015,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036.0,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,20.07,0.13992693401751355,2015-03
2276,CA-2015-157882,2015-03-10,8/10/2015,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,17.12,0.1399241532627174,2015-03
2283,CA-2017-132143,2017-03-09,5/9/2017,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457.0,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16â€ x 11â€",48.16,8.52,0.17691029900332225,2017-03
2284,CA-2016-153108,2016-05-03,9/3/2016,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362.0,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,5.19,0.21697324414715718,2016-05
2285,CA-2016-153108,2016-05-03,9/3/2016,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362.0,Central,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,60.69,10.74,0.17696490360850223,2016-05
2286,CA-2017-112676,2017-05-05,8/5/2017,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.352,2.54,0.1769788182831661,2017-05
2288,US-2018-112928,2018-01-06,5/6/2018,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Toledo,Ohio,43615.0,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,3.09,0.17677345537757436,2018-01
2289,CA-2018-143343,2018-10-06,13/06/2018,First Class,BW-11200,Ben Wallace,Consumer,United States,Los Angeles,California,90032.0,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,16.4,2.9,0.17682926829268295,2018-10
2290,CA-2018-115154,2018-08-01,11/1/2018,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,98115.0,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,892.98,124.93,0.1399023494367175,2018-08
2294,CA-2016-130995,2016-01-11,6/11/2016,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,New York City,New York,10009.0,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,1.07,0.21616161616161617,2016-01
2296,CA-2016-113145,2016-01-11,5/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,2.39,0.1767751479289941,2016-01
2297,CA-2016-113145,2016-01-11,5/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,36.33,0.13989218328840972,2016-01
2298,CA-2016-113145,2016-01-11,5/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,42.95,9.32,0.21699650756693828,2016-01
2299,CA-2016-113145,2016-01-11,5/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,303.64,0.21689655911366995,2016-01
2300,CA-2016-113145,2016-01-11,5/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 SmallÂ Office TelephoneÂ - Titanium,503.96,109.31,0.21690213509008652,2016-01
2307,CA-2016-160794,2016-06-08,8/8/2016,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041.0,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.216,4.82,0.17710170487948265,2016-06
2308,CA-2018-116225,2018-05-11,9/11/2018,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,390.75,84.75,0.21689059500959693,2018-05
2309,US-2018-120418,2018-11-06,12/6/2018,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.792,39.28,0.1398900253568478,2018-11
2310,US-2018-120418,2018-11-06,12/6/2018,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,12.12,0.1770687237026648,2018-11
2311,US-2018-120418,2018-11-06,12/6/2018,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,15.58,0.17696501590186278,2018-11
2312,US-2018-120418,2018-11-06,12/6/2018,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,15.872,2.81,0.17704133064516128,2018-11
2313,US-2018-120418,2018-11-06,12/6/2018,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.592,38.16,0.1770010018924635,2018-11
2336,CA-2018-152695,2018-10-12,10/12/2018,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,1.92,0.17679558011049723,2018-10
2337,CA-2018-152695,2018-10-12,10/12/2018,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.79,75.54,0.17699571217694884,2018-10
2341,CA-2017-137736,2017-10-11,15/11/2017,Standard Class,DC-13285,Debra Catini,Consumer,United States,Warner Robins,Georgia,31088.0,South,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7.41,0.17701863354037267,2017-10
2349,CA-2018-109701,2018-02-12,3/12/2018,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,9.024,1.6,0.17730496453900713,2018-02
2350,CA-2018-109701,2018-02-12,3/12/2018,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,12.29,0.1769465560930661,2018-02
2351,CA-2018-109701,2018-02-12,3/12/2018,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,1.92,0.17679558011049723,2018-02
2352,CA-2018-109701,2018-02-12,3/12/2018,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,14.07,0.17704794261985657,2018-02
2353,CA-2018-109701,2018-02-12,3/12/2018,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,1.78,0.1765873015873016,2018-02
2368,CA-2018-123659,2018-10-02,13/02/2018,First Class,MN-17935,Michael Nguyen,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),23.12,4.09,0.1769031141868512,2018-10
2371,CA-2018-155152,2018-07-07,9/7/2018,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886.0,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,54.66,0.21690476190476188,2018-07
2372,CA-2017-159940,2017-07-07,11/7/2017,Second Class,BF-11020,Barry FranzÃ¶sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288,8.43,0.13982882165605096,2017-07
2373,CA-2017-159940,2017-07-07,11/7/2017,Second Class,BF-11020,Barry FranzÃ¶sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632,0.47,0.17857142857142855,2017-07
2374,CA-2017-159940,2017-07-07,11/7/2017,Second Class,BF-11020,Barry FranzÃ¶sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,23.688,4.19,0.1768828098615333,2017-07
2375,CA-2017-159940,2017-07-07,11/7/2017,Second Class,BF-11020,Barry FranzÃ¶sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,253.372,35.45,0.1399128554062801,2017-07
2379,CA-2016-148628,2016-06-12,11/12/2016,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,91360.0,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5.8,0.17709923664122137,2016-06
2380,CA-2017-118052,2017-06-05,10/5/2017,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052.0,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216,1.28,0.17738359201773835,2017-06
2381,CA-2017-118052,2017-06-05,10/5/2017,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052.0,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568,8.77,0.1769286636539703,2017-06
2382,CA-2017-118052,2017-06-05,10/5/2017,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052.0,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.712,7.65,0.13982307354876444,2017-06
2388,CA-2016-145065,2016-12-12,15/12/2016,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105.0,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,7.86,1.39,0.1768447837150127,2016-12
2389,CA-2016-145065,2016-12-12,15/12/2016,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105.0,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,4.33,0.17711060209424084,2016-12
2390,US-2016-127040,2016-06-12,10/12/2016,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,1.15,0.17746913580246912,2016-06
2391,US-2016-127040,2016-06-12,10/12/2016,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86,7.41,0.17701863354037267,2016-06
2392,US-2016-127040,2016-06-12,10/12/2016,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002637,Technology,Accessories,LogitechÂ VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,351.36,0.21690093894105228,2016-06
2393,US-2016-127040,2016-06-12,10/12/2016,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,15.94,0.13992275280898875,2016-06
2400,CA-2018-147361,2018-09-09,15/09/2018,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501.0,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81,111.3,0.17700100189246357,2018-09
2401,CA-2018-147361,2018-09-09,15/09/2018,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501.0,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,9.99,0.17697077059344551,2018-09
2402,CA-2018-145877,2018-01-04,4/4/2018,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2,16.67,0.176963906581741,2018-01
2403,CA-2018-145877,2018-01-04,4/4/2018,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,5.03,0.17711267605633804,2018-01
2405,CA-2018-108574,2018-07-10,11/10/2018,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,242.04,0.21689921230206735,2018-07
2406,CA-2018-108574,2018-07-10,11/10/2018,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,27.92,0.216864475237681,2018-07
2407,CA-2018-108574,2018-07-10,11/10/2018,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,17.33,0.21684184184184183,2018-07
2411,CA-2015-162684,2015-01-08,6/8/2015,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,1.01,0.17781690140845072,2015-01
2412,CA-2016-142041,2016-07-06,9/6/2016,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036.0,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52,1.33,0.1768617021276596,2016-07
2413,CA-2015-151295,2015-12-11,16/11/2015,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045.0,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,2.12,0.17725752508361203,2015-12
2414,CA-2015-151295,2015-12-11,16/11/2015,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045.0,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.064,88.01,0.13990627344753476,2015-12
2416,CA-2016-146087,2016-06-07,11/7/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040.0,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,301.96,42.24,0.13988607762617566,2016-06
2417,CA-2018-168655,2018-12-10,18/10/2018,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105.0,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,129.06,0.21690756302521008,2018-12
2418,CA-2018-168655,2018-12-10,18/10/2018,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105.0,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,14.14,0.17703325320512822,2018-12
2420,CA-2018-159597,2018-09-11,14/11/2018,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236.0,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,11.25,0.17699811202013843,2018-09
2421,CA-2018-159597,2018-09-11,14/11/2018,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236.0,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,21.69,0.21692169216921695,2018-09
2428,CA-2017-169922,2017-11-06,17/06/2017,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,0.24,0.17857142857142855,2017-11
2429,CA-2017-169922,2017-11-06,17/06/2017,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,8.272,1.46,0.1764990328820116,2017-11
2430,CA-2017-169922,2017-11-06,17/06/2017,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017.0,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,1.75,0.13950892857142858,2017-11
2437,CA-2018-140053,2018-03-07,10/7/2018,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Farmington,New Mexico,87401.0,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,76.36,0.13989191169735274,2018-03
2450,CA-2017-140207,2017-05-11,10/11/2017,Standard Class,CS-12400,Christopher Schild,Home Office,United States,San Jose,California,95123.0,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5.15,0.17685439560439561,2017-05
2461,CA-2016-142419,2016-11-07,13/07/2016,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115.0,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,29.97,5.3,0.17684351017684352,2016-11
2462,CA-2016-142419,2016-11-07,13/07/2016,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115.0,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.352,17.41,0.17701724418415488,2016-11
2463,CA-2018-148691,2018-03-12,9/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,14.85,0.176954242135367,2018-03
2464,CA-2018-148691,2018-03-12,9/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2.59,0.17710612691466082,2018-03
2465,CA-2018-148691,2018-03-12,9/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009.0,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,136.99,29.71,0.21687714431710342,2018-03
2466,CA-2018-148691,2018-03-12,9/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009.0,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15,0.56,0.1777777777777778,2018-03
2467,CA-2018-128755,2018-04-05,8/5/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602.0,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1.61,0.17672886937431395,2018-04
2468,CA-2018-128755,2018-04-05,8/5/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602.0,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,571.44,101.14,0.17699146017079656,2018-04
2469,CA-2018-128755,2018-04-05,8/5/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602.0,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4,5.73,0.17685185185185187,2018-04
2470,CA-2018-128755,2018-04-05,8/5/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602.0,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,2.99,0.17681845062093438,2018-04
2474,CA-2017-114972,2017-03-11,6/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032.0,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,30.44,0.13989999264651812,2017-03
2475,CA-2017-114972,2017-03-11,6/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032.0,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,17.99,0.21687763713080166,2017-03
